epoch_minute	utc_minute	expected_concurrent	status
1787397900	2026-08-22 11:25	3	TRUTH
1787397960	2026-08-22 11:26	3	TRUTH
1787398020	2026-08-22 11:27	1	TRUTH
1787398080	2026-08-22 11:28	1	TRUTH
1787398140	2026-08-22 11:29	1	TRUTH
1787398200	2026-08-22 11:30	1	TRUTH
1787398260	2026-08-22 11:31	1	TRUTH
1787400000	2026-08-22 12:00	5	TRUTH
1787400060	2026-08-22 12:01	5	TRUTH
1787400120	2026-08-22 12:02	5	TRUTH
1787400180	2026-08-22 12:03	5	TRUTH
1787400240	2026-08-22 12:04	5	TRUTH
1787400300	2026-08-22 12:05	8	TRUTH
1787400360	2026-08-22 12:06	8	TRUTH
1787400420	2026-08-22 12:07	8	TRUTH
1787400480	2026-08-22 12:08	8	TRUTH
1787400540	2026-08-22 12:09	8	TRUTH
1787400600	2026-08-22 12:10	10	TRUTH
1787400660	2026-08-22 12:11	10	TRUTH
1787400720	2026-08-22 12:12	10	TRUTH
1787400780	2026-08-22 12:13	10	TRUTH
1787400840	2026-08-22 12:14	10	TRUTH
1787400900	2026-08-22 12:15	10	TRUTH
1787400960	2026-08-22 12:16	10	TRUTH
1787401020	2026-08-22 12:17	5	TRUTH
1787401080	2026-08-22 12:18	5	TRUTH
1787401140	2026-08-22 12:19	5	TRUTH
1787401200	2026-08-22 12:20	5	TRUTH
1787401260	2026-08-22 12:21	5	TRUTH
1787401320	2026-08-22 12:22	2	TRUTH
1787401380	2026-08-22 12:23	2	TRUTH
1787401440	2026-08-22 12:24	2	TRUTH
1787401500	2026-08-22 12:25	2	TRUTH
1787401560	2026-08-22 12:26	2	TRUTH
1787403600	2026-08-22 13:00	2	TRUTH
1787403660	2026-08-22 13:01	2	TRUTH
1787403720	2026-08-22 13:02	2	TRUTH
1787403780	2026-08-22 13:03	2	TRUTH
1787403840	2026-08-22 13:04	2	TRUTH
1787403900	2026-08-22 13:05	4	TRUTH
1787403960	2026-08-22 13:06	4	TRUTH
1787404020	2026-08-22 13:07	4	TRUTH
1787404080	2026-08-22 13:08	4	TRUTH
1787404140	2026-08-22 13:09	4	TRUTH
1787404200	2026-08-22 13:10	5	TRUTH
1787404260	2026-08-22 13:11	5	TRUTH
1787404320	2026-08-22 13:12	5	TRUTH
1787404380	2026-08-22 13:13	5	TRUTH
1787404440	2026-08-22 13:14	5	TRUTH
1787404500	2026-08-22 13:15	5	TRUTH
1787404560	2026-08-22 13:16	5	TRUTH
1787404620	2026-08-22 13:17	3	TRUTH
1787404680	2026-08-22 13:18	3	TRUTH
1787404740	2026-08-22 13:19	3	TRUTH
1787404800	2026-08-22 13:20	3	TRUTH
1787404860	2026-08-22 13:21	3	TRUTH
1787404920	2026-08-22 13:22	1	TRUTH
1787404980	2026-08-22 13:23	1	TRUTH
1787405040	2026-08-22 13:24	1	TRUTH
1787405100	2026-08-22 13:25	1	TRUTH
1787405160	2026-08-22 13:26	1	TRUTH
1787410800	2026-08-22 15:00	1	TRUTH
1787410860	2026-08-22 15:01	1	TRUTH
1787410920	2026-08-22 15:02	1	TRUTH
1787410980	2026-08-22 15:03	1	TRUTH
1787411040	2026-08-22 15:04	1	TRUTH
1787411100	2026-08-22 15:05	1	TRUTH
1787411160	2026-08-22 15:06	1	TRUTH
1787411220	2026-08-22 15:07	1	TRUTH
1787411280	2026-08-22 15:08	2	TRUTH
1787411340	2026-08-22 15:09	2	TRUTH
1787411400	2026-08-22 15:10	2	TRUTH
1787411460	2026-08-22 15:11	2	TRUTH
1787411520	2026-08-22 15:12	1	TRUTH
1787411580	2026-08-22 15:13	1	TRUTH
1787411640	2026-08-22 15:14	1	TRUTH
1787411700	2026-08-22 15:15	1	TRUTH
1787411760	2026-08-22 15:16	1	TRUTH
1787412600	2026-08-22 15:30	5	TRUTH
1787412660	2026-08-22 15:31	5	TRUTH
1787412720	2026-08-22 15:32	5	TRUTH
1787412780	2026-08-22 15:33	5	TRUTH
1787412840	2026-08-22 15:34	5	TRUTH
1787412900	2026-08-22 15:35	5	TRUTH
1787412960	2026-08-22 15:36	5	TRUTH
1787413020	2026-08-22 15:37	5	TRUTH
1787413080	2026-08-22 15:38	5	TRUTH
1787413140	2026-08-22 15:39	5	TRUTH
1787413200	2026-08-22 15:40	5	TRUTH
1787413800	2026-08-22 15:50	2	TRUTH
1787413860	2026-08-22 15:51	2	TRUTH
1787413920	2026-08-22 15:52	2	TRUTH
1787413980	2026-08-22 15:53	2	TRUTH
1787414040	2026-08-22 15:54	2	TRUTH
1787414100	2026-08-22 15:55	2	TRUTH
1787414160	2026-08-22 15:56	2	TRUTH
1787414220	2026-08-22 15:57	2	TRUTH
1787414280	2026-08-22 15:58	2	TRUTH
1787414340	2026-08-22 15:59	2	TRUTH
1787414400	2026-08-22 16:00	1	TRUTH
1787414460	2026-08-22 16:01	1	TRUTH
1787414520	2026-08-22 16:02	1	TRUTH
1787414580	2026-08-22 16:03	1	TRUTH
1787414640	2026-08-22 16:04	1	TRUTH
1787414700	2026-08-22 16:05	1	TRUTH
1787414760	2026-08-22 16:06	1	TRUTH
1787414820	2026-08-22 16:07	1	TRUTH
1787414880	2026-08-22 16:08	1	TRUTH
1787414940	2026-08-22 16:09	1	TRUTH
1787415000	2026-08-22 16:10	1	TRUTH
1787415060	2026-08-22 16:11	1	TRUTH
1787415120	2026-08-22 16:12	1	TRUTH
1787415180	2026-08-22 16:13	1	TRUTH
1787415240	2026-08-22 16:14	1	TRUTH
1787415300	2026-08-22 16:15	1	TRUTH
1787415360	2026-08-22 16:16	1	TRUTH
1787416800	2026-08-22 16:40	1	TRUTH
1787416860	2026-08-22 16:41	1	TRUTH
1787416920	2026-08-22 16:42	1	TRUTH
1787416980	2026-08-22 16:43	1	TRUTH
1787417040	2026-08-22 16:44	1	TRUTH
1787417100	2026-08-22 16:45	1	TRUTH
1787417160	2026-08-22 16:46	1	TRUTH
1787417220	2026-08-22 16:47	1	TRUTH
1787417280	2026-08-22 16:48	1	TRUTH
1787417340	2026-08-22 16:49	1	TRUTH
1787417400	2026-08-22 16:50	1	TRUTH
1787417460	2026-08-22 16:51	1	TRUTH
1787417520	2026-08-22 16:52	1	TRUTH
1787417580	2026-08-22 16:53	1	TRUTH
1787417640	2026-08-22 16:54	1	TRUTH
1787417700	2026-08-22 16:55	1	TRUTH
1787417760	2026-08-22 16:56	1	TRUTH
1787418000	2026-08-22 17:00	5	TRUTH
1787418060	2026-08-22 17:01	5	TRUTH
1787418120	2026-08-22 17:02	5	TRUTH
1787418180	2026-08-22 17:03	5	TRUTH
1787418240	2026-08-22 17:04	5	TRUTH
1787418300	2026-08-22 17:05	5	TRUTH
1787418360	2026-08-22 17:06	5	TRUTH
1787418420	2026-08-22 17:07	4	TRUTH
1787418480	2026-08-22 17:08	4	TRUTH
1787418540	2026-08-22 17:09	4	TRUTH
1787418600	2026-08-22 17:10	4	TRUTH
1787418660	2026-08-22 17:11	4	TRUTH
1787418720	2026-08-22 17:12	3	TRUTH
1787418780	2026-08-22 17:13	3	TRUTH
1787418840	2026-08-22 17:14	3	TRUTH
1787418900	2026-08-22 17:15	2	TRUTH
1787418960	2026-08-22 17:16	2	TRUTH
1787419020	2026-08-22 17:17	1	TRUTH
1787419080	2026-08-22 17:18	1	TRUTH
1787419140	2026-08-22 17:19	1	TRUTH
1787419200	2026-08-22 17:20	2	TRUTH
1787419260	2026-08-22 17:21	2	TRUTH
1787419320	2026-08-22 17:22	1	TRUTH
1787419380	2026-08-22 17:23	1	TRUTH
1787419440	2026-08-22 17:24	1	TRUTH
1787419500	2026-08-22 17:25	1	TRUTH
1787419800	2026-08-22 17:30	8	TRUTH
1787419860	2026-08-22 17:31	8	TRUTH
1787419920	2026-08-22 17:32	8	TRUTH
1787419980	2026-08-22 17:33	8	TRUTH
1787420040	2026-08-22 17:34	8	TRUTH
1787420100	2026-08-22 17:35	8	TRUTH
1787420160	2026-08-22 17:36	8	TRUTH
1787420220	2026-08-22 17:37	8	TRUTH
1787420280	2026-08-22 17:38	8	TRUTH
1787420340	2026-08-22 17:39	8	TRUTH
1787420400	2026-08-22 17:40	10	TRUTH
1787420460	2026-08-22 17:41	10	TRUTH
1787420520	2026-08-22 17:42	10	TRUTH
1787420580	2026-08-22 17:43	10	TRUTH
1787420640	2026-08-22 17:44	10	TRUTH
1787420700	2026-08-22 17:45	10	TRUTH
1787420760	2026-08-22 17:46	10	TRUTH
1787420820	2026-08-22 17:47	9	TRUTH
1787420880	2026-08-22 17:48	9	TRUTH
1787420940	2026-08-22 17:49	9	TRUTH
1787421000	2026-08-22 17:50	9	TRUTH
1787421060	2026-08-22 17:51	9	TRUTH
1787421120	2026-08-22 17:52	1	TRUTH
1787421180	2026-08-22 17:53	1	TRUTH
1787421240	2026-08-22 17:54	1	TRUTH
1787421300	2026-08-22 17:55	1	TRUTH
1787421360	2026-08-22 17:56	1	TRUTH
1787421600	2026-08-22 18:00	4	TRUTH
1787421660	2026-08-22 18:01	4	TRUTH
1787421720	2026-08-22 18:02	4	TRUTH
1787421780	2026-08-22 18:03	4	TRUTH
1787421840	2026-08-22 18:04	4	TRUTH
1787421900	2026-08-22 18:05	4	TRUTH
1787421960	2026-08-22 18:06	4	SPEC_ONLY
1787422020	2026-08-22 18:07	4	SPEC_ONLY
1787422080	2026-08-22 18:08	4	SPEC_ONLY
1787422140	2026-08-22 18:09	4	SPEC_ONLY
1787422200	2026-08-22 18:10	4	SPEC_ONLY
1787422260	2026-08-22 18:11	4	SPEC_ONLY
1787422320	2026-08-22 18:12	4	SPEC_ONLY
1787422380	2026-08-22 18:13	4	SPEC_ONLY
1787422440	2026-08-22 18:14	4	SPEC_ONLY
1787422500	2026-08-22 18:15	4	SPEC_ONLY
1787422560	2026-08-22 18:16	4	SPEC_ONLY
1787422620	2026-08-22 18:17	4	SPEC_ONLY
1787422680	2026-08-22 18:18	4	SPEC_ONLY
1787422740	2026-08-22 18:19	4	SPEC_ONLY
1787422800	2026-08-22 18:20	4	SPEC_ONLY
1787422860	2026-08-22 18:21	4	SPEC_ONLY
1787422920	2026-08-22 18:22	3	SPEC_ONLY
1787422980	2026-08-22 18:23	3	SPEC_ONLY
1787423040	2026-08-22 18:24	3	SPEC_ONLY
1787423100	2026-08-22 18:25	3	SPEC_ONLY
1787423160	2026-08-22 18:26	3	SPEC_ONLY
1787423400	2026-08-22 18:30	1	SPEC_ONLY
1787423460	2026-08-22 18:31	1	SPEC_ONLY
1787423520	2026-08-22 18:32	1	SPEC_ONLY
1787423580	2026-08-22 18:33	1	SPEC_ONLY
1787423640	2026-08-22 18:34	1	SPEC_ONLY
1787423700	2026-08-22 18:35	1	SPEC_ONLY
1787423760	2026-08-22 18:36	1	SPEC_ONLY
1787423820	2026-08-22 18:37	1	SPEC_ONLY
1787423880	2026-08-22 18:38	1	SPEC_ONLY
1787423940	2026-08-22 18:39	1	SPEC_ONLY
1787424000	2026-08-22 18:40	1	SPEC_ONLY
1787424060	2026-08-22 18:41	1	SPEC_ONLY
1787424120	2026-08-22 18:42	1	SPEC_ONLY
1787424180	2026-08-22 18:43	1	SPEC_ONLY
1787424240	2026-08-22 18:44	1	SPEC_ONLY
1787424300	2026-08-22 18:45	1	SPEC_ONLY
1787424360	2026-08-22 18:46	1	SPEC_ONLY
1787424600	2026-08-22 18:50	1	SPEC_ONLY
1787424660	2026-08-22 18:51	1	SPEC_ONLY
1787424720	2026-08-22 18:52	1	SPEC_ONLY
1787424780	2026-08-22 18:53	1	SPEC_ONLY
1787424840	2026-08-22 18:54	1	SPEC_ONLY
1787424900	2026-08-22 18:55	1	SPEC_ONLY
1787425200	2026-08-22 19:00	1	TRUTH
1787425260	2026-08-22 19:01	1	TRUTH
1787425320	2026-08-22 19:02	1	TRUTH
1787425380	2026-08-22 19:03	1	TRUTH
1787425440	2026-08-22 19:04	1	TRUTH
1787425500	2026-08-22 19:05	1	TRUTH
1787425560	2026-08-22 19:06	1	TRUTH
1787425620	2026-08-22 19:07	1	TRUTH
1787425680	2026-08-22 19:08	1	TRUTH
1787425740	2026-08-22 19:09	1	TRUTH
1787425800	2026-08-22 19:10	1	TRUTH
1787425920	2026-08-22 19:12	1	TRUTH
1787425980	2026-08-22 19:13	1	TRUTH
1787426040	2026-08-22 19:14	1	TRUTH
1787426100	2026-08-22 19:15	1	TRUTH
1787426160	2026-08-22 19:16	1	TRUTH
1787426220	2026-08-22 19:17	1	TRUTH
1787426280	2026-08-22 19:18	1	TRUTH
1787426340	2026-08-22 19:19	1	TRUTH
1787426400	2026-08-22 19:20	1	TRUTH
1787426460	2026-08-22 19:21	1	TRUTH
1787426520	2026-08-22 19:22	1	TRUTH
1787426580	2026-08-22 19:23	1	TRUTH
1787426640	2026-08-22 19:24	1	TRUTH
1787426700	2026-08-22 19:25	1	TRUTH
1787426760	2026-08-22 19:26	1	TRUTH
1787426820	2026-08-22 19:27	1	TRUTH
1787426880	2026-08-22 19:28	1	TRUTH
1787426940	2026-08-22 19:29	1	TRUTH
1787427000	2026-08-22 19:30	1	TRUTH
1787427060	2026-08-22 19:31	1	TRUTH
1787428800	2026-08-22 20:00	1200	TRUTH
1787428860	2026-08-22 20:01	1200	TRUTH
1787428920	2026-08-22 20:02	1200	TRUTH
1787428980	2026-08-22 20:03	1200	TRUTH
1787429040	2026-08-22 20:04	1200	TRUTH
1787429100	2026-08-22 20:05	1200	TRUTH
1787429160	2026-08-22 20:06	1200	TRUTH
1787429220	2026-08-22 20:07	1200	TRUTH
1787429280	2026-08-22 20:08	1200	TRUTH
1787429340	2026-08-22 20:09	1200	TRUTH
1787429400	2026-08-22 20:10	1200	TRUTH
1787429460	2026-08-22 20:11	1200	TRUTH
1787432400	2026-08-22 21:00	400	TRUTH
1787432460	2026-08-22 21:01	400	TRUTH
1787432520	2026-08-22 21:02	400	TRUTH
1787432580	2026-08-22 21:03	400	TRUTH
1787432640	2026-08-22 21:04	400	TRUTH
1787432700	2026-08-22 21:05	400	TRUTH
1787432760	2026-08-22 21:06	400	TRUTH
1787432820	2026-08-22 21:07	400	TRUTH
1787432880	2026-08-22 21:08	400	TRUTH
1787432940	2026-08-22 21:09	400	TRUTH
1787433000	2026-08-22 21:10	400	TRUTH
1787433060	2026-08-22 21:11	400	TRUTH
1787442600	2026-08-22 23:50	1	TRUTH
1787442660	2026-08-22 23:51	1	TRUTH
1787442720	2026-08-22 23:52	1	TRUTH
1787442780	2026-08-22 23:53	1	TRUTH
1787442840	2026-08-22 23:54	1	TRUTH
1787442900	2026-08-22 23:55	1	TRUTH
1787442960	2026-08-22 23:56	1	TRUTH
1787443020	2026-08-22 23:57	1	TRUTH
1787443080	2026-08-22 23:58	1	TRUTH
1787443140	2026-08-22 23:59	1	TRUTH
1787443200	2026-08-23 00:00	1	TRUTH
1787443260	2026-08-23 00:01	1	TRUTH
1787443320	2026-08-23 00:02	1	TRUTH
1787443380	2026-08-23 00:03	1	TRUTH
1787443440	2026-08-23 00:04	1	TRUTH
1787443500	2026-08-23 00:05	1	TRUTH
1787443560	2026-08-23 00:06	1	TRUTH
1787443620	2026-08-23 00:07	1	TRUTH
1787443680	2026-08-23 00:08	1	TRUTH
1787443740	2026-08-23 00:09	1	TRUTH
1787443800	2026-08-23 00:10	1	TRUTH
1787443860	2026-08-23 00:11	1	TRUTH
1818928800	2027-08-22 10:00	1	TRUTH
1818928860	2027-08-22 10:01	1	TRUTH
1818928920	2027-08-22 10:02	1	TRUTH
1818928980	2027-08-22 10:03	1	TRUTH
1818929040	2027-08-22 10:04	1	TRUTH
1818929100	2027-08-22 10:05	1	TRUTH
1818929160	2027-08-22 10:06	1	TRUTH
1818929220	2027-08-22 10:07	1	TRUTH
1818929280	2027-08-22 10:08	1	TRUTH
1818929340	2027-08-22 10:09	1	TRUTH
1818929400	2027-08-22 10:10	1	TRUTH
1818929460	2027-08-22 10:11	1	TRUTH
1818929520	2027-08-22 10:12	1	TRUTH
1818929580	2027-08-22 10:13	1	TRUTH
1818929640	2027-08-22 10:14	1	TRUTH
1818929700	2027-08-22 10:15	1	TRUTH
1818929760	2027-08-22 10:16	1	TRUTH
